x,y,path
4.0225,18.2716,187
4.94863,16.4989,187
2.99926,16.0518,187
3.95235,14.2935,187
2.15761,13.4109,187
2.66634,11.4767,187
2.09181,9.56098,187
1.93345,7.56726,187
3.44312,6.25543,187
5,5,187
37.7765,34.5711,188
36.6879,36.2488,188
36.996,38.2249,188
35.1559,39.0085,188
33.7328,40.4137,188
31.7561,40.1093,188
29.9535,40.9758,188
30.23,38.995,188
29.9431,37.0157,188
30.1286,35.0243,188
30.0099,33.0278,188
28.0724,33.5239,188
28.0923,35.5238,188
26.1958,36.1587,188
26.0375,34.165,188
24.3831,33.0411,188
23.0615,31.54,188
23.1382,29.5414,188
23.7005,27.6221,188
21.7685,28.1389,188
19.9424,28.9547,188
18.0006,29.4336,188
16.1118,28.7759,188
14.1142,28.6791,188
12.8613,27.1201,188
10.9296,26.6021,188
9.97917,24.8424,188
10.0019,22.8425,188
8.03141,22.4999,188
6.3001,21.4986,188
4.90335,20.0672,188
4.0225,18.2716,188
4.94863,16.4989,188
2.99926,16.0518,188
3.95235,14.2935,188
2.15761,13.4109,188
2.66634,11.4767,188
2.09181,9.56098,188
1.93345,7.56726,188
3.44312,6.25543,188
5,5,188
9.3601,43.4169,189
11.2473,42.7549,189
10.2481,41.0223,189
11.3903,39.3806,189
12.9759,38.1615,189
13.4558,36.22,189
11.9421,34.9128,189
10.3875,33.6545,189
8.7258,32.5416,189
10,31,189
11.9361,28.8933,189
12.8613,27.1201,189
10.9296,26.6021,189
9.97917,24.8424,189
10.0019,22.8425,189
8.03141,22.4999,189
6.3001,21.4986,189
4.90335,20.0672,189
4.0225,18.2716,189
4.94863,16.4989,189
2.99926,16.0518,189
3.95235,14.2935,189
2.15761,13.4109,189
2.66634,11.4767,189
2.09181,9.56098,189
1.93345,7.56726,189
3.44312,6.25543,189
5,5,189
9.3601,43.4169,190
11.2473,42.7549,190
10.2481,41.0223,190
11.3903,39.3806,190
12.9759,38.1615,190
13.4558,36.22,190
11.9421,34.9128,190
10.3875,33.6545,190
8.7258,32.5416,190
10,31,190
11.9361,28.8933,190
12.8613,27.1201,190
10.9296,26.6021,190
9.97917,24.8424,190
10.0019,22.8425,190
8.03141,22.4999,190
6.3001,21.4986,190
4.90335,20.0672,190
4.0225,18.2716,190
4.94863,16.4989,190
2.99926,16.0518,190
3.95235,14.2935,190
2.15761,13.4109,190
2.66634,11.4767,190
2.09181,9.56098,190
1.93345,7.56726,190
3.44312,6.25543,190
5,5,190
38.2987,43.6132,191
38.5445,41.6284,191
39.7241,40.0133,191
38.9947,38.1511,191
36.996,38.2249,191
35.1559,39.0085,191
33.7328,40.4137,191
31.7561,40.1093,191
29.9535,40.9758,191
30.23,38.995,191
29.9431,37.0157,191
30.1286,35.0243,191
30.0099,33.0278,191
28.0724,33.5239,191
28.0923,35.5238,191
26.1958,36.1587,191
26.0375,34.165,191
24.3831,33.0411,191
23.0615,31.54,191
23.1382,29.5414,191
23.7005,27.6221,191
21.7685,28.1389,191
19.9424,28.9547,191
18.0006,29.4336,191
16.1118,28.7759,191
14.1142,28.6791,191
12.8613,27.1201,191
10.9296,26.6021,191
9.97917,24.8424,191
10.0019,22.8425,191
8.03141,22.4999,191
6.3001,21.4986,191
4.90335,20.0672,191
4.0225,18.2716,191
4.94863,16.4989,191
2.99926,16.0518,191
3.95235,14.2935,191
2.15761,13.4109,191
2.66634,11.4767,191
2.09181,9.56098,191
1.93345,7.56726,191
3.44312,6.25543,191
5,5,191
39.744,34.2116,192
37.7765,34.5711,192
36.6879,36.2488,192
36.996,38.2249,192
35.1559,39.0085,192
33.7328,40.4137,192
31.7561,40.1093,192
29.9535,40.9758,192
30.23,38.995,192
29.9431,37.0157,192
30.1286,35.0243,192
30.0099,33.0278,192
28.0724,33.5239,192
28.0923,35.5238,192
26.1958,36.1587,192
26.0375,34.165,192
24.3831,33.0411,192
23.0615,31.54,192
23.1382,29.5414,192
23.7005,27.6221,192
21.7685,28.1389,192
19.9424,28.9547,192
18.0006,29.4336,192
16.1118,28.7759,192
14.1142,28.6791,192
12.8613,27.1201,192
10.9296,26.6021,192
9.97917,24.8424,192
10.0019,22.8425,192
8.03141,22.4999,192
6.3001,21.4986,192
4.90335,20.0672,192
4.0225,18.2716,192
4.94863,16.4989,192
2.99926,16.0518,192
3.95235,14.2935,192
2.15761,13.4109,192
2.66634,11.4767,192
2.09181,9.56098,192
1.93345,7.56726,192
3.44312,6.25543,192
5,5,192
28.1754,46.891,193
26.5344,45.7476,193
28.122,44.5313,193
29.0087,42.7386,193
29.9535,40.9758,193
30.23,38.995,193
29.9431,37.0157,193
30.1286,35.0243,193
30.0099,33.0278,193
28.0724,33.5239,193
28.0923,35.5238,193
26.1958,36.1587,193
26.0375,34.165,193
24.3831,33.0411,193
23.0615,31.54,193
23.1382,29.5414,193
23.7005,27.6221,193
21.7685,28.1389,193
19.9424,28.9547,193
18.0006,29.4336,193
16.1118,28.7759,193
14.1142,28.6791,193
12.8613,27.1201,193
10.9296,26.6021,193
9.97917,24.8424,193
10.0019,22.8425,193
8.03141,22.4999,193
6.3001,21.4986,193
4.90335,20.0672,193
4.0225,18.2716,193
4.94863,16.4989,193
2.99926,16.0518,193
3.95235,14.2935,193
2.15761,13.4109,193
2.66634,11.4767,193
2.09181,9.56098,193
1.93345,7.56726,193
3.44312,6.25543,193
5,5,193
39.744,34.2116,194
37.7765,34.5711,194
36.6879,36.2488,194
36.996,38.2249,194
35.1559,39.0085,194
33.7328,40.4137,194
31.7561,40.1093,194
29.9535,40.9758,194
30.23,38.995,194
29.9431,37.0157,194
30.1286,35.0243,194
30.0099,33.0278,194
28.0724,33.5239,194
28.0923,35.5238,194
26.1958,36.1587,194
26.0375,34.165,194
24.3831,33.0411,194
23.0615,31.54,194
23.1382,29.5414,194
23.7005,27.6221,194
21.7685,28.1389,194
19.9424,28.9547,194
18.0006,29.4336,194
16.1118,28.7759,194
14.1142,28.6791,194
12.8613,27.1201,194
10.9296,26.6021,194
9.97917,24.8424,194
10.0019,22.8425,194
8.03141,22.4999,194
6.3001,21.4986,194
4.90335,20.0672,194
4.0225,18.2716,194
4.94863,16.4989,194
2.99926,16.0518,194
3.95235,14.2935,194
2.15761,13.4109,194
2.66634,11.4767,194
2.09181,9.56098,194
1.93345,7.56726,194
3.44312,6.25543,194
5,5,194
11.2473,42.7549,195
10.2481,41.0223,195
11.3903,39.3806,195
12.9759,38.1615,195
13.4558,36.22,195
11.9421,34.9128,195
10.3875,33.6545,195
8.7258,32.5416,195
10,31,195
11.9361,28.8933,195
12.8613,27.1201,195
10.9296,26.6021,195
9.97917,24.8424,195
10.0019,22.8425,195
8.03141,22.4999,195
6.3001,21.4986,195
4.90335,20.0672,195
4.0225,18.2716,195
4.94863,16.4989,195
2.99926,16.0518,195
3.95235,14.2935,195
2.15761,13.4109,195
2.66634,11.4767,195
2.09181,9.56098,195
1.93345,7.56726,195
3.44312,6.25543,195
5,5,195
27.5509,26.5895,196
25.6684,27.2649,196
23.7005,27.6221,196
21.7685,28.1389,196
19.9424,28.9547,196
18.0006,29.4336,196
16.1118,28.7759,196
14.1142,28.6791,196
12.8613,27.1201,196
10.9296,26.6021,196
9.97917,24.8424,196
10.0019,22.8425,196
8.03141,22.4999,196
6.3001,21.4986,196
4.90335,20.0672,196
4.0225,18.2716,196
4.94863,16.4989,196
2.99926,16.0518,196
3.95235,14.2935,196
2.15761,13.4109,196
2.66634,11.4767,196
2.09181,9.56098,196
1.93345,7.56726,196
3.44312,6.25543,196
5,5,196
8.7258,32.5416,197
10,31,197
11.9361,28.8933,197
12.8613,27.1201,197
10.9296,26.6021,197
9.97917,24.8424,197
10.0019,22.8425,197
8.03141,22.4999,197
6.3001,21.4986,197
4.90335,20.0672,197
4.0225,18.2716,197
4.94863,16.4989,197
2.99926,16.0518,197
3.95235,14.2935,197
2.15761,13.4109,197
2.66634,11.4767,197
2.09181,9.56098,197
1.93345,7.56726,197
3.44312,6.25543,197
5,5,197
28.1754,46.891,198
26.5344,45.7476,198
28.122,44.5313,198
29.0087,42.7386,198
29.9535,40.9758,198
30.23,38.995,198
29.9431,37.0157,198
30.1286,35.0243,198
30.0099,33.0278,198
28.0724,33.5239,198
28.0923,35.5238,198
26.1958,36.1587,198
26.0375,34.165,198
24.3831,33.0411,198
23.0615,31.54,198
23.1382,29.5414,198
23.7005,27.6221,198
21.7685,28.1389,198
19.9424,28.9547,198
18.0006,29.4336,198
16.1118,28.7759,198
14.1142,28.6791,198
12.8613,27.1201,198
10.9296,26.6021,198
9.97917,24.8424,198
10.0019,22.8425,198
8.03141,22.4999,198
6.3001,21.4986,198
4.90335,20.0672,198
4.0225,18.2716,198
4.94863,16.4989,198
2.99926,16.0518,198
3.95235,14.2935,198
2.15761,13.4109,198
2.66634,11.4767,198
2.09181,9.56098,198
1.93345,7.56726,198
3.44312,6.25543,198
5,5,198
18.0629,4.29858,199
16.9755,2.62003,199
15.3399,1.4691,199
13.6266,2.501,199
12.3038,4.00109,199
10.3496,4.4266,199
8.83109,5.72815,199
6.88996,6.20982,199
6.83758,4.21051,199
5,5,199
9.95681,21.9588,200
8.03141,22.4999,200
6.3001,21.4986,200
4.90335,20.0672,200
4.0225,18.2716,200
4.94863,16.4989,200
2.99926,16.0518,200
3.95235,14.2935,200
2.15761,13.4109,200
2.66634,11.4767,200
2.09181,9.56098,200
1.93345,7.56726,200
3.44312,6.25543,200
5,5,200
41.1148,32.7553,201
39.744,34.2116,201
37.7765,34.5711,201
36.6879,36.2488,201
36.996,38.2249,201
35.1559,39.0085,201
33.7328,40.4137,201
31.7561,40.1093,201
29.9535,40.9758,201
30.23,38.995,201
29.9431,37.0157,201
30.1286,35.0243,201
30.0099,33.0278,201
28.0724,33.5239,201
28.0923,35.5238,201
26.1958,36.1587,201
26.0375,34.165,201
24.3831,33.0411,201
23.0615,31.54,201
23.1382,29.5414,201
23.7005,27.6221,201
21.7685,28.1389,201
19.9424,28.9547,201
18.0006,29.4336,201
16.1118,28.7759,201
14.1142,28.6791,201
12.8613,27.1201,201
10.9296,26.6021,201
9.97917,24.8424,201
10.0019,22.8425,201
8.03141,22.4999,201
6.3001,21.4986,201
4.90335,20.0672,201
4.0225,18.2716,201
4.94863,16.4989,201
2.99926,16.0518,201
3.95235,14.2935,201
2.15761,13.4109,201
2.66634,11.4767,201
2.09181,9.56098,201
1.93345,7.56726,201
3.44312,6.25543,201
5,5,201
38.2987,43.6132,202
38.5445,41.6284,202
39.7241,40.0133,202
38.9947,38.1511,202
36.996,38.2249,202
35.1559,39.0085,202
33.7328,40.4137,202
31.7561,40.1093,202
29.9535,40.9758,202
30.23,38.995,202
29.9431,37.0157,202
30.1286,35.0243,202
30.0099,33.0278,202
28.0724,33.5239,202
28.0923,35.5238,202
26.1958,36.1587,202
26.0375,34.165,202
24.3831,33.0411,202
23.0615,31.54,202
23.1382,29.5414,202
23.7005,27.6221,202
21.7685,28.1389,202
19.9424,28.9547,202
18.0006,29.4336,202
16.1118,28.7759,202
14.1142,28.6791,202
12.8613,27.1201,202
10.9296,26.6021,202
9.97917,24.8424,202
10.0019,22.8425,202
8.03141,22.4999,202
6.3001,21.4986,202
4.90335,20.0672,202
4.0225,18.2716,202
4.94863,16.4989,202
2.99926,16.0518,202
3.95235,14.2935,202
2.15761,13.4109,202
2.66634,11.4767,202
2.09181,9.56098,202
1.93345,7.56726,202
3.44312,6.25543,202
5,5,202
9.3601,43.4169,203
11.2473,42.7549,203
10.2481,41.0223,203
11.3903,39.3806,203
12.9759,38.1615,203
13.4558,36.22,203
11.9421,34.9128,203
10.3875,33.6545,203
8.7258,32.5416,203
10,31,203
11.9361,28.8933,203
12.8613,27.1201,203
10.9296,26.6021,203
9.97917,24.8424,203
10.0019,22.8425,203
8.03141,22.4999,203
6.3001,21.4986,203
4.90335,20.0672,203
4.0225,18.2716,203
4.94863,16.4989,203
2.99926,16.0518,203
3.95235,14.2935,203
2.15761,13.4109,203
2.66634,11.4767,203
2.09181,9.56098,203
1.93345,7.56726,203
3.44312,6.25543,203
5,5,203
28.1754,46.891,204
26.5344,45.7476,204
28.122,44.5313,204
29.0087,42.7386,204
29.9535,40.9758,204
30.23,38.995,204
29.9431,37.0157,204
30.1286,35.0243,204
30.0099,33.0278,204
28.0724,33.5239,204
28.0923,35.5238,204
26.1958,36.1587,204
26.0375,34.165,204
24.3831,33.0411,204
23.0615,31.54,204
23.1382,29.5414,204
23.7005,27.6221,204
21.7685,28.1389,204
19.9424,28.9547,204
18.0006,29.4336,204
16.1118,28.7759,204
14.1142,28.6791,204
12.8613,27.1201,204
10.9296,26.6021,204
9.97917,24.8424,204
10.0019,22.8425,204
8.03141,22.4999,204
6.3001,21.4986,204
4.90335,20.0672,204
4.0225,18.2716,204
4.94863,16.4989,204
2.99926,16.0518,204
3.95235,14.2935,204
2.15761,13.4109,204
2.66634,11.4767,204
2.09181,9.56098,204
1.93345,7.56726,204
3.44312,6.25543,204
5,5,204
6.24976,2.29884,205
6.83758,4.21051,205
5,5,205
10.7267,44.8772,206
9.3601,43.4169,206
11.2473,42.7549,206
10.2481,41.0223,206
11.3903,39.3806,206
12.9759,38.1615,206
13.4558,36.22,206
11.9421,34.9128,206
10.3875,33.6545,206
8.7258,32.5416,206
10,31,206
11.9361,28.8933,206
12.8613,27.1201,206
10.9296,26.6021,206
9.97917,24.8424,206
10.0019,22.8425,206
8.03141,22.4999,206
6.3001,21.4986,206
4.90335,20.0672,206
4.0225,18.2716,206
4.94863,16.4989,206
2.99926,16.0518,206
3.95235,14.2935,206
2.15761,13.4109,206
2.66634,11.4767,206
2.09181,9.56098,206
1.93345,7.56726,206
3.44312,6.25543,206
5,5,206
38.2987,43.6132,207
38.5445,41.6284,207
39.7241,40.0133,207
38.9947,38.1511,207
36.996,38.2249,207
35.1559,39.0085,207
33.7328,40.4137,207
31.7561,40.1093,207
29.9535,40.9758,207
30.23,38.995,207
29.9431,37.0157,207
30.1286,35.0243,207
30.0099,33.0278,207
28.0724,33.5239,207
28.0923,35.5238,207
26.1958,36.1587,207
26.0375,34.165,207
24.3831,33.0411,207
23.0615,31.54,207
23.1382,29.5414,207
23.7005,27.6221,207
21.7685,28.1389,207
19.9424,28.9547,207
18.0006,29.4336,207
16.1118,28.7759,207
14.1142,28.6791,207
12.8613,27.1201,207
10.9296,26.6021,207
9.97917,24.8424,207
10.0019,22.8425,207
8.03141,22.4999,207
6.3001,21.4986,207
4.90335,20.0672,207
4.0225,18.2716,207
4.94863,16.4989,207
2.99926,16.0518,207
3.95235,14.2935,207
2.15761,13.4109,207
2.66634,11.4767,207
2.09181,9.56098,207
1.93345,7.56726,207
3.44312,6.25543,207
5,5,207
42.8873,33.6816,208
41.1148,32.7553,208
39.744,34.2116,208
37.7765,34.5711,208
36.6879,36.2488,208
36.996,38.2249,208
35.1559,39.0085,208
33.7328,40.4137,208
31.7561,40.1093,208
29.9535,40.9758,208
30.23,38.995,208
29.9431,37.0157,208
30.1286,35.0243,208
30.0099,33.0278,208
28.0724,33.5239,208
28.0923,35.5238,208
26.1958,36.1587,208
26.0375,34.165,208
24.3831,33.0411,208
23.0615,31.54,208
23.1382,29.5414,208
23.7005,27.6221,208
21.7685,28.1389,208
19.9424,28.9547,208
18.0006,29.4336,208
16.1118,28.7759,208
14.1142,28.6791,208
12.8613,27.1201,208
10.9296,26.6021,208
9.97917,24.8424,208
10.0019,22.8425,208
8.03141,22.4999,208
6.3001,21.4986,208
4.90335,20.0672,208
4.0225,18.2716,208
4.94863,16.4989,208
2.99926,16.0518,208
3.95235,14.2935,208
2.15761,13.4109,208
2.66634,11.4767,208
2.09181,9.56098,208
1.93345,7.56726,208
3.44312,6.25543,208
5,5,208
43.6429,31.8298,209
42.8873,33.6816,209
41.1148,32.7553,209
39.744,34.2116,209
37.7765,34.5711,209
36.6879,36.2488,209
36.996,38.2249,209
35.1559,39.0085,209
33.7328,40.4137,209
31.7561,40.1093,209
29.9535,40.9758,209
30.23,38.995,209
29.9431,37.0157,209
30.1286,35.0243,209
30.0099,33.0278,209
28.0724,33.5239,209
28.0923,35.5238,209
26.1958,36.1587,209
26.0375,34.165,209
24.3831,33.0411,209
23.0615,31.54,209
23.1382,29.5414,209
23.7005,27.6221,209
21.7685,28.1389,209
19.9424,28.9547,209
18.0006,29.4336,209
16.1118,28.7759,209
14.1142,28.6791,209
12.8613,27.1201,209
10.9296,26.6021,209
9.97917,24.8424,209
10.0019,22.8425,209
8.03141,22.4999,209
6.3001,21.4986,209
4.90335,20.0672,209
4.0225,18.2716,209
4.94863,16.4989,209
2.99926,16.0518,209
3.95235,14.2935,209
2.15761,13.4109,209
2.66634,11.4767,209
2.09181,9.56098,209
1.93345,7.56726,209
3.44312,6.25543,209
5,5,209
45.148,30.5128,210
43.6429,31.8298,210
42.8873,33.6816,210
41.1148,32.7553,210
39.744,34.2116,210
37.7765,34.5711,210
36.6879,36.2488,210
36.996,38.2249,210
35.1559,39.0085,210
33.7328,40.4137,210
31.7561,40.1093,210
29.9535,40.9758,210
30.23,38.995,210
29.9431,37.0157,210
30.1286,35.0243,210
30.0099,33.0278,210
28.0724,33.5239,210
28.0923,35.5238,210
26.1958,36.1587,210
26.0375,34.165,210
24.3831,33.0411,210
23.0615,31.54,210
23.1382,29.5414,210
23.7005,27.6221,210
21.7685,28.1389,210
19.9424,28.9547,210
18.0006,29.4336,210
16.1118,28.7759,210
14.1142,28.6791,210
12.8613,27.1201,210
10.9296,26.6021,210
9.97917,24.8424,210
10.0019,22.8425,210
8.03141,22.4999,210
6.3001,21.4986,210
4.90335,20.0672,210
4.0225,18.2716,210
4.94863,16.4989,210
2.99926,16.0518,210
3.95235,14.2935,210
2.15761,13.4109,210
2.66634,11.4767,210
2.09181,9.56098,210
1.93345,7.56726,210
3.44312,6.25543,210
5,5,210
45.148,30.5128,211
43.6429,31.8298,211
42.8873,33.6816,211
41.1148,32.7553,211
39.744,34.2116,211
37.7765,34.5711,211
36.6879,36.2488,211
36.996,38.2249,211
35.1559,39.0085,211
33.7328,40.4137,211
31.7561,40.1093,211
29.9535,40.9758,211
30.23,38.995,211
29.9431,37.0157,211
30.1286,35.0243,211
30.0099,33.0278,211
28.0724,33.5239,211
28.0923,35.5238,211
26.1958,36.1587,211
26.0375,34.165,211
24.3831,33.0411,211
23.0615,31.54,211
23.1382,29.5414,211
23.7005,27.6221,211
21.7685,28.1389,211
19.9424,28.9547,211
18.0006,29.4336,211
16.1118,28.7759,211
14.1142,28.6791,211
12.8613,27.1201,211
10.9296,26.6021,211
9.97917,24.8424,211
10.0019,22.8425,211
8.03141,22.4999,211
6.3001,21.4986,211
4.90335,20.0672,211
4.0225,18.2716,211
4.94863,16.4989,211
2.99926,16.0518,211
3.95235,14.2935,211
2.15761,13.4109,211
2.66634,11.4767,211
2.09181,9.56098,211
1.93345,7.56726,211
3.44312,6.25543,211
5,5,211
38.2987,43.6132,212
38.5445,41.6284,212
39.7241,40.0133,212
38.9947,38.1511,212
36.996,38.2249,212
35.1559,39.0085,212
33.7328,40.4137,212
31.7561,40.1093,212
29.9535,40.9758,212
30.23,38.995,212
29.9431,37.0157,212
30.1286,35.0243,212
30.0099,33.0278,212
28.0724,33.5239,212
28.0923,35.5238,212
26.1958,36.1587,212
26.0375,34.165,212
24.3831,33.0411,212
23.0615,31.54,212
23.1382,29.5414,212
23.7005,27.6221,212
21.7685,28.1389,212
19.9424,28.9547,212
18.0006,29.4336,212
16.1118,28.7759,212
14.1142,28.6791,212
12.8613,27.1201,212
10.9296,26.6021,212
9.97917,24.8424,212
10.0019,22.8425,212
8.03141,22.4999,212
6.3001,21.4986,212
4.90335,20.0672,212
4.0225,18.2716,212
4.94863,16.4989,212
2.99926,16.0518,212
3.95235,14.2935,212
2.15761,13.4109,212
2.66634,11.4767,212
2.09181,9.56098,212
1.93345,7.56726,212
3.44312,6.25543,212
5,5,212
28.1754,46.891,213
26.5344,45.7476,213
28.122,44.5313,213
29.0087,42.7386,213
29.9535,40.9758,213
30.23,38.995,213
29.9431,37.0157,213
30.1286,35.0243,213
30.0099,33.0278,213
28.0724,33.5239,213
28.0923,35.5238,213
26.1958,36.1587,213
26.0375,34.165,213
24.3831,33.0411,213
23.0615,31.54,213
23.1382,29.5414,213
23.7005,27.6221,213
21.7685,28.1389,213
19.9424,28.9547,213
18.0006,29.4336,213
16.1118,28.7759,213
14.1142,28.6791,213
12.8613,27.1201,213
10.9296,26.6021,213
9.97917,24.8424,213
10.0019,22.8425,213
8.03141,22.4999,213
6.3001,21.4986,213
4.90335,20.0672,213
4.0225,18.2716,213
4.94863,16.4989,213
2.99926,16.0518,213
3.95235,14.2935,213
2.15761,13.4109,213
2.66634,11.4767,213
2.09181,9.56098,213
1.93345,7.56726,213
3.44312,6.25543,213
5,5,213
36.7069,44.8241,214
38.2987,43.6132,214
38.5445,41.6284,214
39.7241,40.0133,214
38.9947,38.1511,214
36.996,38.2249,214
35.1559,39.0085,214
33.7328,40.4137,214
31.7561,40.1093,214
29.9535,40.9758,214
30.23,38.995,214
29.9431,37.0157,214
30.1286,35.0243,214
30.0099,33.0278,214
28.0724,33.5239,214
28.0923,35.5238,214
26.1958,36.1587,214
26.0375,34.165,214
24.3831,33.0411,214
23.0615,31.54,214
23.1382,29.5414,214
23.7005,27.6221,214
21.7685,28.1389,214
19.9424,28.9547,214
18.0006,29.4336,214
16.1118,28.7759,214
14.1142,28.6791,214
12.8613,27.1201,214
10.9296,26.6021,214
9.97917,24.8424,214
10.0019,22.8425,214
8.03141,22.4999,214
6.3001,21.4986,214
4.90335,20.0672,214
4.0225,18.2716,214
4.94863,16.4989,214
2.99926,16.0518,214
3.95235,14.2935,214
2.15761,13.4109,214
2.66634,11.4767,214
2.09181,9.56098,214
1.93345,7.56726,214
3.44312,6.25543,214
5,5,214
38.2987,43.6132,215
38.5445,41.6284,215
39.7241,40.0133,215
38.9947,38.1511,215
36.996,38.2249,215
35.1559,39.0085,215
33.7328,40.4137,215
31.7561,40.1093,215
29.9535,40.9758,215
30.23,38.995,215
29.9431,37.0157,215
30.1286,35.0243,215
30.0099,33.0278,215
28.0724,33.5239,215
28.0923,35.5238,215
26.1958,36.1587,215
26.0375,34.165,215
24.3831,33.0411,215
23.0615,31.54,215
23.1382,29.5414,215
23.7005,27.6221,215
21.7685,28.1389,215
19.9424,28.9547,215
18.0006,29.4336,215
16.1118,28.7759,215
14.1142,28.6791,215
12.8613,27.1201,215
10.9296,26.6021,215
9.97917,24.8424,215
10.0019,22.8425,215
8.03141,22.4999,215
6.3001,21.4986,215
4.90335,20.0672,215
4.0225,18.2716,215
4.94863,16.4989,215
2.99926,16.0518,215
3.95235,14.2935,215
2.15761,13.4109,215
2.66634,11.4767,215
2.09181,9.56098,215
1.93345,7.56726,215
3.44312,6.25543,215
5,5,215
40.1611,42.8843,216
38.2987,43.6132,216
38.5445,41.6284,216
39.7241,40.0133,216
38.9947,38.1511,216
36.996,38.2249,216
35.1559,39.0085,216
33.7328,40.4137,216
31.7561,40.1093,216
29.9535,40.9758,216
30.23,38.995,216
29.9431,37.0157,216
30.1286,35.0243,216
30.0099,33.0278,216
28.0724,33.5239,216
28.0923,35.5238,216
26.1958,36.1587,216
26.0375,34.165,216
24.3831,33.0411,216
23.0615,31.54,216
23.1382,29.5414,216
23.7005,27.6221,216
21.7685,28.1389,216
19.9424,28.9547,216
18.0006,29.4336,216
16.1118,28.7759,216
14.1142,28.6791,216
12.8613,27.1201,216
10.9296,26.6021,216
9.97917,24.8424,216
10.0019,22.8425,216
8.03141,22.4999,216
6.3001,21.4986,216
4.90335,20.0672,216
4.0225,18.2716,216
4.94863,16.4989,216
2.99926,16.0518,216
3.95235,14.2935,216
2.15761,13.4109,216
2.66634,11.4767,216
2.09181,9.56098,216
1.93345,7.56726,216
3.44312,6.25543,216
5,5,216
45.148,30.5128,217
43.6429,31.8298,217
42.8873,33.6816,217
41.1148,32.7553,217
39.744,34.2116,217
37.7765,34.5711,217
36.6879,36.2488,217
36.996,38.2249,217
35.1559,39.0085,217
33.7328,40.4137,217
31.7561,40.1093,217
29.9535,40.9758,217
30.23,38.995,217
29.9431,37.0157,217
30.1286,35.0243,217
30.0099,33.0278,217
28.0724,33.5239,217
28.0923,35.5238,217
26.1958,36.1587,217
26.0375,34.165,217
24.3831,33.0411,217
23.0615,31.54,217
23.1382,29.5414,217
23.7005,27.6221,217
21.7685,28.1389,217
19.9424,28.9547,217
18.0006,29.4336,217
16.1118,28.7759,217
14.1142,28.6791,217
12.8613,27.1201,217
10.9296,26.6021,217
9.97917,24.8424,217
10.0019,22.8425,217
8.03141,22.4999,217
6.3001,21.4986,217
4.90335,20.0672,217
4.0225,18.2716,217
4.94863,16.4989,217
2.99926,16.0518,217
3.95235,14.2935,217
2.15761,13.4109,217
2.66634,11.4767,217
2.09181,9.56098,217
1.93345,7.56726,217
3.44312,6.25543,217
5,5,217
8.7258,32.5416,218
10,31,218
11.9361,28.8933,218
12.8613,27.1201,218
10.9296,26.6021,218
9.97917,24.8424,218
10.0019,22.8425,218
8.03141,22.4999,218
6.3001,21.4986,218
4.90335,20.0672,218
4.0225,18.2716,218
4.94863,16.4989,218
2.99926,16.0518,218
3.95235,14.2935,218
2.15761,13.4109,218
2.66634,11.4767,218
2.09181,9.56098,218
1.93345,7.56726,218
3.44312,6.25543,218
5,5,218
45.148,30.5128,219
43.6429,31.8298,219
42.8873,33.6816,219
41.1148,32.7553,219
39.744,34.2116,219
37.7765,34.5711,219
36.6879,36.2488,219
36.996,38.2249,219
35.1559,39.0085,219
33.7328,40.4137,219
31.7561,40.1093,219
29.9535,40.9758,219
30.23,38.995,219
29.9431,37.0157,219
30.1286,35.0243,219
30.0099,33.0278,219
28.0724,33.5239,219
28.0923,35.5238,219
26.1958,36.1587,219
26.0375,34.165,219
24.3831,33.0411,219
23.0615,31.54,219
23.1382,29.5414,219
23.7005,27.6221,219
21.7685,28.1389,219
19.9424,28.9547,219
18.0006,29.4336,219
16.1118,28.7759,219
14.1142,28.6791,219
12.8613,27.1201,219
10.9296,26.6021,219
9.97917,24.8424,219
10.0019,22.8425,219
8.03141,22.4999,219
6.3001,21.4986,219
4.90335,20.0672,219
4.0225,18.2716,219
4.94863,16.4989,219
2.99926,16.0518,219
3.95235,14.2935,219
2.15761,13.4109,219
2.66634,11.4767,219
2.09181,9.56098,219
1.93345,7.56726,219
3.44312,6.25543,219
5,5,219
10.9792,46.8612,220
10.7267,44.8772,220
9.3601,43.4169,220
11.2473,42.7549,220
10.2481,41.0223,220
11.3903,39.3806,220
12.9759,38.1615,220
13.4558,36.22,220
11.9421,34.9128,220
10.3875,33.6545,220
8.7258,32.5416,220
10,31,220
11.9361,28.8933,220
12.8613,27.1201,220
10.9296,26.6021,220
9.97917,24.8424,220
10.0019,22.8425,220
8.03141,22.4999,220
6.3001,21.4986,220
4.90335,20.0672,220
4.0225,18.2716,220
4.94863,16.4989,220
2.99926,16.0518,220
3.95235,14.2935,220
2.15761,13.4109,220
2.66634,11.4767,220
2.09181,9.56098,220
1.93345,7.56726,220
3.44312,6.25543,220
5,5,220
46.1863,32.2222,221
45.148,30.5128,221
43.6429,31.8298,221
42.8873,33.6816,221
41.1148,32.7553,221
39.744,34.2116,221
37.7765,34.5711,221
36.6879,36.2488,221
36.996,38.2249,221
35.1559,39.0085,221
33.7328,40.4137,221
31.7561,40.1093,221
29.9535,40.9758,221
30.23,38.995,221
29.9431,37.0157,221
30.1286,35.0243,221
30.0099,33.0278,221
28.0724,33.5239,221
28.0923,35.5238,221
26.1958,36.1587,221
26.0375,34.165,221
24.3831,33.0411,221
23.0615,31.54,221
23.1382,29.5414,221
23.7005,27.6221,221
21.7685,28.1389,221
