x,y,path
61.9223,85.1181,610
59.941,85.3909,610
58.2231,84.3667,610
56.7081,83.0611,610
57.051,81.0907,610
55.1469,80.4786,610
54.5004,78.586,610
52.5008,78.5457,610
51.7899,76.6763,610
49.8696,77.235,610
47.871,77.3108,610
46.0561,76.4704,610
48,76,610
48.8158,75.1509,610
49.6643,73.3399,610
49.8716,71.3506,610
50.0205,69.3562,610
51.5104,68.022,610
49.5267,67.7675,610
47.6681,67.0287,610
47.7093,65.0291,610
48.5506,63.2146,610
47.7657,61.3751,610
46.0743,60.3078,610
44.2702,61.1712,610
43.931,59.2001,610
43.5559,57.2356,610
41.8343,56.2178,610
43.2794,54.8352,610
42.5222,52.984,610
42.2905,50.9975,610
42.2039,48.9994,610
43.205,47.268,610
41.3109,46.6257,610
40.342,44.8761,610
40.1611,42.8843,610
38.2987,43.6132,610
38.5445,41.6284,610
39.7241,40.0133,610
38.9947,38.1511,610
36.996,38.2249,610
35.1559,39.0085,610
33.7328,40.4137,610
31.7561,40.1093,610
29.9535,40.9758,610
30.23,38.995,610
29.9431,37.0157,610
30.1286,35.0243,610
30.0099,33.0278,610
28.0724,33.5239,610
28.0923,35.5238,610
26.1958,36.1587,610
26.0375,34.165,610
24.3831,33.0411,610
23.0615,31.54,610
23.1382,29.5414,610
23.7005,27.6221,610
21.7685,28.1389,610
19.9424,28.9547,610
18.0006,29.4336,610
16.1118,28.7759,610
14.1142,28.6791,610
12.8613,27.1201,610
10.9296,26.6021,610
9.97917,24.8424,610
10.0019,22.8425,610
8.03141,22.4999,610
6.3001,21.4986,610
4.90335,20.0672,610
4.0225,18.2716,610
4.94863,16.4989,610
2.99926,16.0518,610
3.95235,14.2935,610
2.15761,13.4109,610
2.66634,11.4767,610
2.09181,9.56098,610
1.93345,7.56726,610
3.44312,6.25543,610
5,5,610
15,23,611
14,25,611
12.1854,25.0455,611
10.9296,26.6021,611
9.97917,24.8424,611
10.0019,22.8425,611
8.03141,22.4999,611
6.3001,21.4986,611
4.90335,20.0672,611
4.0225,18.2716,611
4.94863,16.4989,611
2.99926,16.0518,611
3.95235,14.2935,611
2.15761,13.4109,611
2.66634,11.4767,611
2.09181,9.56098,611
1.93345,7.56726,611
3.44312,6.25543,611
5,5,611
26,21,612
24,23,612
23.7453,23.6414,612
23.5279,25.6296,612
23.7005,27.6221,612
21.7685,28.1389,612
19.9424,28.9547,612
18.0006,29.4336,612
16.1118,28.7759,612
14.1142,28.6791,612
12.8613,27.1201,612
10.9296,26.6021,612
9.97917,24.8424,612
10.0019,22.8425,612
8.03141,22.4999,612
6.3001,21.4986,612
4.90335,20.0672,612
4.0225,18.2716,612
4.94863,16.4989,612
2.99926,16.0518,612
3.95235,14.2935,612
2.15761,13.4109,612
2.66634,11.4767,612
2.09181,9.56098,612
1.93345,7.56726,612
3.44312,6.25543,612
5,5,612
44.235,32.6608,613
46.1863,32.2222,613
45.148,30.5128,613
43.6429,31.8298,613
42.8873,33.6816,613
41.1148,32.7553,613
39.744,34.2116,613
37.7765,34.5711,613
36.6879,36.2488,613
36.996,38.2249,613
35.1559,39.0085,613
33.7328,40.4137,613
31.7561,40.1093,613
29.9535,40.9758,613
30.23,38.995,613
29.9431,37.0157,613
30.1286,35.0243,613
30.0099,33.0278,613
28.0724,33.5239,613
28.0923,35.5238,613
26.1958,36.1587,613
26.0375,34.165,613
24.3831,33.0411,613
23.0615,31.54,613
23.1382,29.5414,613
23.7005,27.6221,613
21.7685,28.1389,613
19.9424,28.9547,613
18.0006,29.4336,613
16.1118,28.7759,613
14.1142,28.6791,613
12.8613,27.1201,613
10.9296,26.6021,613
9.97917,24.8424,613
10.0019,22.8425,613
8.03141,22.4999,613
6.3001,21.4986,613
4.90335,20.0672,613
4.0225,18.2716,613
4.94863,16.4989,613
2.99926,16.0518,613
3.95235,14.2935,613
2.15761,13.4109,613
2.66634,11.4767,613
2.09181,9.56098,613
1.93345,7.56726,613
3.44312,6.25543,613
5,5,613
51,15,614
51.078,16.8295,614
50.3896,18.7073,614
51.6137,20.289,614
51.5972,22.2889,614
50.9996,24.1975,614
49.1571,24.9754,614
47.3752,25.8835,614
45.7446,27.0417,614
46.3807,28.9379,614
45.148,30.5128,614
43.6429,31.8298,614
42.8873,33.6816,614
41.1148,32.7553,614
39.744,34.2116,614
37.7765,34.5711,614
36.6879,36.2488,614
36.996,38.2249,614
35.1559,39.0085,614
33.7328,40.4137,614
31.7561,40.1093,614
29.9535,40.9758,614
30.23,38.995,614
29.9431,37.0157,614
30.1286,35.0243,614
30.0099,33.0278,614
28.0724,33.5239,614
28.0923,35.5238,614
26.1958,36.1587,614
26.0375,34.165,614
24.3831,33.0411,614
23.0615,31.54,614
23.1382,29.5414,614
23.7005,27.6221,614
21.7685,28.1389,614
19.9424,28.9547,614
18.0006,29.4336,614
16.1118,28.7759,614
14.1142,28.6791,614
12.8613,27.1201,614
10.9296,26.6021,614
9.97917,24.8424,614
10.0019,22.8425,614
8.03141,22.4999,614
6.3001,21.4986,614
4.90335,20.0672,614
4.0225,18.2716,614
4.94863,16.4989,614
2.99926,16.0518,614
3.95235,14.2935,614
2.15761,13.4109,614
2.66634,11.4767,614
2.09181,9.56098,614
1.93345,7.56726,614
3.44312,6.25543,614
5,5,614
23.0615,31.54,615
23.1382,29.5414,615
23.7005,27.6221,615
21.7685,28.1389,615
19.9424,28.9547,615
18.0006,29.4336,615
16.1118,28.7759,615
14.1142,28.6791,615
12.8613,27.1201,615
10.9296,26.6021,615
9.97917,24.8424,615
10.0019,22.8425,615
8.03141,22.4999,615
6.3001,21.4986,615
4.90335,20.0672,615
4.0225,18.2716,615
4.94863,16.4989,615
2.99926,16.0518,615
3.95235,14.2935,615
2.15761,13.4109,615
2.66634,11.4767,615
2.09181,9.56098,615
1.93345,7.56726,615
3.44312,6.25543,615
5,5,615
66.9149,25.9363,616
66.3875,24.007,616
64.5945,23.121,616
62.6216,23.4492,616
64,22,616
61.7783,20.4685,616
60.151,21.6312,616
58.4545,22.6904,616
59.1672,20.8217,616
59.0432,18.8256,616
57.5014,20.0995,616
58.1943,18.2234,616
57.1645,19.9379,616
55.2824,19.2615,616
54.6595,21.162,616
53.475,19.5505,616
51.9059,18.3104,616
51.6137,20.289,616
51.5972,22.2889,616
50.9996,24.1975,616
49.1571,24.9754,616
47.3752,25.8835,616
45.7446,27.0417,616
46.3807,28.9379,616
45.148,30.5128,616
43.6429,31.8298,616
42.8873,33.6816,616
41.1148,32.7553,616
39.744,34.2116,616
37.7765,34.5711,616
36.6879,36.2488,616
36.996,38.2249,616
35.1559,39.0085,616
33.7328,40.4137,616
31.7561,40.1093,616
29.9535,40.9758,616
30.23,38.995,616
29.9431,37.0157,616
30.1286,35.0243,616
30.0099,33.0278,616
28.0724,33.5239,616
28.0923,35.5238,616
26.1958,36.1587,616
26.0375,34.165,616
24.3831,33.0411,616
23.0615,31.54,616
23.1382,29.5414,616
23.7005,27.6221,616
21.7685,28.1389,616
19.9424,28.9547,616
18.0006,29.4336,616
16.1118,28.7759,616
14.1142,28.6791,616
12.8613,27.1201,616
10.9296,26.6021,616
9.97917,24.8424,616
10.0019,22.8425,616
8.03141,22.4999,616
6.3001,21.4986,616
4.90335,20.0672,616
4.0225,18.2716,616
4.94863,16.4989,616
2.99926,16.0518,616
3.95235,14.2935,616
2.15761,13.4109,616
2.66634,11.4767,616
2.09181,9.56098,616
1.93345,7.56726,616
3.44312,6.25543,616
5,5,616
36.1476,58.3138,617
38.1393,58.4955,617
38.6522,60.4286,617
40.641,60.6395,617
42.6391,60.727,617
43.931,59.2001,617
43.5559,57.2356,617
41.8343,56.2178,617
43.2794,54.8352,617
42.5222,52.984,617
42.2905,50.9975,617
42.2039,48.9994,617
43.205,47.268,617
41.3109,46.6257,617
40.342,44.8761,617
40.1611,42.8843,617
38.2987,43.6132,617
38.5445,41.6284,617
39.7241,40.0133,617
38.9947,38.1511,617
36.996,38.2249,617
35.1559,39.0085,617
33.7328,40.4137,617
31.7561,40.1093,617
29.9535,40.9758,617
30.23,38.995,617
29.9431,37.0157,617
30.1286,35.0243,617
30.0099,33.0278,617
28.0724,33.5239,617
28.0923,35.5238,617
26.1958,36.1587,617
26.0375,34.165,617
24.3831,33.0411,617
23.0615,31.54,617
23.1382,29.5414,617
23.7005,27.6221,617
21.7685,28.1389,617
19.9424,28.9547,617
18.0006,29.4336,617
16.1118,28.7759,617
14.1142,28.6791,617
12.8613,27.1201,617
10.9296,26.6021,617
9.97917,24.8424,617
10.0019,22.8425,617
8.03141,22.4999,617
6.3001,21.4986,617
4.90335,20.0672,617
4.0225,18.2716,617
4.94863,16.4989,617
2.99926,16.0518,617
3.95235,14.2935,617
2.15761,13.4109,617
2.66634,11.4767,617
2.09181,9.56098,617
1.93345,7.56726,617
3.44312,6.25543,617
5,5,617
69.6502,11.5895,618
67.7823,12.3042,618
67.0163,14.1517,618
65.3353,15.2354,618
63.7685,13.9924,618
62.0218,14.9665,618
62.3596,16.9378,618
60.998,18.4027,618
59.0432,18.8256,618
57.5014,20.0995,618
58.1943,18.2234,618
57.1645,19.9379,618
55.2824,19.2615,618
54.6595,21.162,618
53.475,19.5505,618
51.9059,18.3104,618
51.6137,20.289,618
51.5972,22.2889,618
50.9996,24.1975,618
49.1571,24.9754,618
47.3752,25.8835,618
45.7446,27.0417,618
46.3807,28.9379,618
45.148,30.5128,618
43.6429,31.8298,618
42.8873,33.6816,618
41.1148,32.7553,618
39.744,34.2116,618
37.7765,34.5711,618
36.6879,36.2488,618
36.996,38.2249,618
35.1559,39.0085,618
33.7328,40.4137,618
31.7561,40.1093,618
29.9535,40.9758,618
30.23,38.995,618
29.9431,37.0157,618
30.1286,35.0243,618
30.0099,33.0278,618
28.0724,33.5239,618
28.0923,35.5238,618
26.1958,36.1587,618
26.0375,34.165,618
24.3831,33.0411,618
23.0615,31.54,618
23.1382,29.5414,618
23.7005,27.6221,618
21.7685,28.1389,618
19.9424,28.9547,618
18.0006,29.4336,618
16.1118,28.7759,618
14.1142,28.6791,618
12.8613,27.1201,618
10.9296,26.6021,618
9.97917,24.8424,618
10.0019,22.8425,618
8.03141,22.4999,618
6.3001,21.4986,618
4.90335,20.0672,618
4.0225,18.2716,618
4.94863,16.4989,618
2.99926,16.0518,618
3.95235,14.2935,618
2.15761,13.4109,618
2.66634,11.4767,618
2.09181,9.56098,618
1.93345,7.56726,618
3.44312,6.25543,618
5,5,618
65.007,86.9446,619
64.27,88.8039,619
63.4647,86.9732,619
63.9202,85.0257,619
61.9223,85.1181,619
59.941,85.3909,619
58.2231,84.3667,619
56.7081,83.0611,619
57.051,81.0907,619
55.1469,80.4786,619
54.5004,78.586,619
52.5008,78.5457,619
51.7899,76.6763,619
49.8696,77.235,619
47.871,77.3108,619
46.0561,76.4704,619
48,76,619
48.8158,75.1509,619
49.6643,73.3399,619
49.8716,71.3506,619
50.0205,69.3562,619
51.5104,68.022,619
49.5267,67.7675,619
47.6681,67.0287,619
47.7093,65.0291,619
48.5506,63.2146,619
47.7657,61.3751,619
46.0743,60.3078,619
44.2702,61.1712,619
43.931,59.2001,619
43.5559,57.2356,619
41.8343,56.2178,619
43.2794,54.8352,619
42.5222,52.984,619
42.2905,50.9975,619
42.2039,48.9994,619
43.205,47.268,619
41.3109,46.6257,619
40.342,44.8761,619
40.1611,42.8843,619
38.2987,43.6132,619
38.5445,41.6284,619
39.7241,40.0133,619
38.9947,38.1511,619
36.996,38.2249,619
35.1559,39.0085,619
33.7328,40.4137,619
31.7561,40.1093,619
29.9535,40.9758,619
30.23,38.995,619
29.9431,37.0157,619
30.1286,35.0243,619
30.0099,33.0278,619
28.0724,33.5239,619
28.0923,35.5238,619
26.1958,36.1587,619
26.0375,34.165,619
24.3831,33.0411,619
23.0615,31.54,619
23.1382,29.5414,619
23.7005,27.6221,619
21.7685,28.1389,619
19.9424,28.9547,619
18.0006,29.4336,619
16.1118,28.7759,619
14.1142,28.6791,619
12.8613,27.1201,619
10.9296,26.6021,619
9.97917,24.8424,619
10.0019,22.8425,619
8.03141,22.4999,619
6.3001,21.4986,619
4.90335,20.0672,619
4.0225,18.2716,619
4.94863,16.4989,619
2.99926,16.0518,619
3.95235,14.2935,619
2.15761,13.4109,619
2.66634,11.4767,619
2.09181,9.56098,619
1.93345,7.56726,619
3.44312,6.25543,619
5,5,619
66.3875,24.007,620
64.5945,23.121,620
62.6216,23.4492,620
64,22,620
61.7783,20.4685,620
60.151,21.6312,620
58.4545,22.6904,620
59.1672,20.8217,620
59.0432,18.8256,620
57.5014,20.0995,620
58.1943,18.2234,620
57.1645,19.9379,620
55.2824,19.2615,620
54.6595,21.162,620
53.475,19.5505,620
51.9059,18.3104,620
51.6137,20.289,620
51.5972,22.2889,620
50.9996,24.1975,620
49.1571,24.9754,620
47.3752,25.8835,620
45.7446,27.0417,620
46.3807,28.9379,620
45.148,30.5128,620
43.6429,31.8298,620
42.8873,33.6816,620
41.1148,32.7553,620
39.744,34.2116,620
37.7765,34.5711,620
36.6879,36.2488,620
36.996,38.2249,620
35.1559,39.0085,620
33.7328,40.4137,620
31.7561,40.1093,620
29.9535,40.9758,620
30.23,38.995,620
29.9431,37.0157,620
30.1286,35.0243,620
30.0099,33.0278,620
28.0724,33.5239,620
28.0923,35.5238,620
26.1958,36.1587,620
26.0375,34.165,620
24.3831,33.0411,620
23.0615,31.54,620
23.1382,29.5414,620
23.7005,27.6221,620
21.7685,28.1389,620
19.9424,28.9547,620
18.0006,29.4336,620
16.1118,28.7759,620
14.1142,28.6791,620
12.8613,27.1201,620
10.9296,26.6021,620
9.97917,24.8424,620
10.0019,22.8425,620
8.03141,22.4999,620
6.3001,21.4986,620
4.90335,20.0672,620
4.0225,18.2716,620
4.94863,16.4989,620
2.99926,16.0518,620
3.95235,14.2935,620
2.15761,13.4109,620
2.66634,11.4767,620
2.09181,9.56098,620
1.93345,7.56726,620
3.44312,6.25543,620
5,5,620
66.6728,88.0515,621
65.007,86.9446,621
64.27,88.8039,621
63.4647,86.9732,621
63.9202,85.0257,621
61.9223,85.1181,621
59.941,85.3909,621
58.2231,84.3667,621
56.7081,83.0611,621
57.051,81.0907,621
55.1469,80.4786,621
54.5004,78.586,621
52.5008,78.5457,621
51.7899,76.6763,621
49.8696,77.235,621
47.871,77.3108,621
46.0561,76.4704,621
48,76,621
48.8158,75.1509,621
49.6643,73.3399,621
49.8716,71.3506,621
50.0205,69.3562,621
51.5104,68.022,621
49.5267,67.7675,621
47.6681,67.0287,621
47.7093,65.0291,621
48.5506,63.2146,621
47.7657,61.3751,621
46.0743,60.3078,621
44.2702,61.1712,621
43.931,59.2001,621
43.5559,57.2356,621
41.8343,56.2178,621
43.2794,54.8352,621
42.5222,52.984,621
42.2905,50.9975,621
42.2039,48.9994,621
43.205,47.268,621
41.3109,46.6257,621
40.342,44.8761,621
40.1611,42.8843,621
38.2987,43.6132,621
38.5445,41.6284,621
39.7241,40.0133,621
38.9947,38.1511,621
36.996,38.2249,621
35.1559,39.0085,621
33.7328,40.4137,621
31.7561,40.1093,621
29.9535,40.9758,621
30.23,38.995,621
29.9431,37.0157,621
30.1286,35.0243,621
30.0099,33.0278,621
28.0724,33.5239,621
28.0923,35.5238,621
26.1958,36.1587,621
26.0375,34.165,621
24.3831,33.0411,621
23.0615,31.54,621
23.1382,29.5414,621
23.7005,27.6221,621
21.7685,28.1389,621
19.9424,28.9547,621
18.0006,29.4336,621
16.1118,28.7759,621
14.1142,28.6791,621
12.8613,27.1201,621
10.9296,26.6021,621
9.97917,24.8424,621
10.0019,22.8425,621
8.03141,22.4999,621
6.3001,21.4986,621
4.90335,20.0672,621
4.0225,18.2716,621
4.94863,16.4989,621
2.99926,16.0518,621
3.95235,14.2935,621
2.15761,13.4109,621
2.66634,11.4767,621
2.09181,9.56098,621
1.93345,7.56726,621
3.44312,6.25543,621
5,5,621
17.7264,66.1461,622
17.6038,68.1424,622
17.1104,66.2042,622
15.5871,64.9082,622
14.3801,66.5029,622
12.5804,65.6304,622
12.0506,63.7018,622
11,62,622
10.4773,59.2159,622
11.0256,57.2925,622
12.881,56.5458,622
11.8723,54.8187,622
10.2621,53.6325,622
9.32482,51.8657,622
10.533,50.2719,622
9.74392,48.4341,622
10.9792,46.8612,622
10.7267,44.8772,622
9.3601,43.4169,622
11.2473,42.7549,622
10.2481,41.0223,622
11.3903,39.3806,622
12.9759,38.1615,622
13.4558,36.22,622
11.9421,34.9128,622
10.3875,33.6545,622
8.7258,32.5416,622
10,31,622
11.9361,28.8933,622
12.8613,27.1201,622
10.9296,26.6021,622
9.97917,24.8424,622
10.0019,22.8425,622
8.03141,22.4999,622
6.3001,21.4986,622
4.90335,20.0672,622
4.0225,18.2716,622
4.94863,16.4989,622
2.99926,16.0518,622
3.95235,14.2935,622
2.15761,13.4109,622
2.66634,11.4767,622
2.09181,9.56098,622
1.93345,7.56726,622
3.44312,6.25543,622
5,5,622
62,12,623
63,13,623
62,14,623
62.0218,14.9665,623
62.3596,16.9378,623
60.998,18.4027,623
59.0432,18.8256,623
57.5014,20.0995,623
58.1943,18.2234,623
57.1645,19.9379,623
55.2824,19.2615,623
54.6595,21.162,623
53.475,19.5505,623
51.9059,18.3104,623
51.6137,20.289,623
51.5972,22.2889,623
50.9996,24.1975,623
49.1571,24.9754,623
47.3752,25.8835,623
45.7446,27.0417,623
46.3807,28.9379,623
45.148,30.5128,623
43.6429,31.8298,623
42.8873,33.6816,623
41.1148,32.7553,623
39.744,34.2116,623
37.7765,34.5711,623
36.6879,36.2488,623
36.996,38.2249,623
35.1559,39.0085,623
33.7328,40.4137,623
31.7561,40.1093,623
29.9535,40.9758,623
30.23,38.995,623
29.9431,37.0157,623
30.1286,35.0243,623
30.0099,33.0278,623
28.0724,33.5239,623
28.0923,35.5238,623
26.1958,36.1587,623
26.0375,34.165,623
24.3831,33.0411,623
23.0615,31.54,623
23.1382,29.5414,623
23.7005,27.6221,623
21.7685,28.1389,623
19.9424,28.9547,623
18.0006,29.4336,623
16.1118,28.7759,623
14.1142,28.6791,623
12.8613,27.1201,623
10.9296,26.6021,623
9.97917,24.8424,623
10.0019,22.8425,623
8.03141,22.4999,623
6.3001,21.4986,623
4.90335,20.0672,623
4.0225,18.2716,623
4.94863,16.4989,623
2.99926,16.0518,623
3.95235,14.2935,623
2.15761,13.4109,623
2.66634,11.4767,623
2.09181,9.56098,623
1.93345,7.56726,623
3.44312,6.25543,623
5,5,623
65.9433,21.5271,624
64,22,624
61.7783,20.4685,624
60.151,21.6312,624
58.4545,22.6904,624
59.1672,20.8217,624
59.0432,18.8256,624
57.5014,20.0995,624
58.1943,18.2234,624
57.1645,19.9379,624
55.2824,19.2615,624
54.6595,21.162,624
53.475,19.5505,624
51.9059,18.3104,624
51.6137,20.289,624
51.5972,22.2889,624
50.9996,24.1975,624
49.1571,24.9754,624
47.3752,25.8835,624
45.7446,27.0417,624
46.3807,28.9379,624
45.148,30.5128,624
43.6429,31.8298,624
42.8873,33.6816,624
41.1148,32.7553,624
39.744,34.2116,624
37.7765,34.5711,624
36.6879,36.2488,624
36.996,38.2249,624
35.1559,39.0085,624
33.7328,40.4137,624
31.7561,40.1093,624
29.9535,40.9758,624
30.23,38.995,624
29.9431,37.0157,624
30.1286,35.0243,624
30.0099,33.0278,624
28.0724,33.5239,624
28.0923,35.5238,624
26.1958,36.1587,624
26.0375,34.165,624
24.3831,33.0411,624
23.0615,31.54,624
23.1382,29.5414,624
23.7005,27.6221,624
21.7685,28.1389,624
19.9424,28.9547,624
18.0006,29.4336,624
16.1118,28.7759,624
14.1142,28.6791,624
12.8613,27.1201,624
10.9296,26.6021,624
9.97917,24.8424,624
10.0019,22.8425,624
8.03141,22.4999,624
6.3001,21.4986,624
4.90335,20.0672,624
4.0225,18.2716,624
4.94863,16.4989,624
2.99926,16.0518,624
3.95235,14.2935,624
2.15761,13.4109,624
2.66634,11.4767,624
2.09181,9.56098,624
1.93345,7.56726,624
3.44312,6.25543,624
5,5,624
40.641,60.6395,625
42.6391,60.727,625
43.931,59.2001,625
43.5559,57.2356,625
41.8343,56.2178,625
43.2794,54.8352,625
42.5222,52.984,625
42.2905,50.9975,625
42.2039,48.9994,625
43.205,47.268,625
41.3109,46.6257,625
40.342,44.8761,625
40.1611,42.8843,625
38.2987,43.6132,625
38.5445,41.6284,625
39.7241,40.0133,625
38.9947,38.1511,625
36.996,38.2249,625
35.1559,39.0085,625
33.7328,40.4137,625
31.7561,40.1093,625
29.9535,40.9758,625
30.23,38.995,625
29.9431,37.0157,625
30.1286,35.0243,625
30.0099,33.0278,625
28.0724,33.5239,625
28.0923,35.5238,625
26.1958,36.1587,625
26.0375,34.165,625
24.3831,33.0411,625
23.0615,31.54,625
23.1382,29.5414,625
23.7005,27.6221,625
21.7685,28.1389,625
19.9424,28.9547,625
18.0006,29.4336,625
16.1118,28.7759,625
14.1142,28.6791,625
12.8613,27.1201,625
10.9296,26.6021,625
9.97917,24.8424,625
10.0019,22.8425,625
8.03141,22.4999,625
6.3001,21.4986,625
4.90335,20.0672,625
4.0225,18.2716,625
4.94863,16.4989,625
2.99926,16.0518,625
3.95235,14.2935,625
2.15761,13.4109,625
2.66634,11.4767,625
2.09181,9.56098,625
1.93345,7.56726,625
3.44312,6.25543,625
5,5,625
50.4088,32.4267,626
50.7034,30.4486,626
50.7892,28.4504,626
48.8049,28.7003,626
47.7476,30.398,626
46.3807,28.9379,626
45.148,30.5128,626
43.6429,31.8298,626
42.8873,33.6816,626
41.1148,32.7553,626
39.744,34.2116,626
37.7765,34.5711,626
36.6879,36.2488,626
36.996,38.2249,626
35.1559,39.0085,626
33.7328,40.4137,626
31.7561,40.1093,626
29.9535,40.9758,626
30.23,38.995,626
29.9431,37.0157,626
30.1286,35.0243,626
30.0099,33.0278,626
28.0724,33.5239,626
28.0923,35.5238,626
26.1958,36.1587,626
26.0375,34.165,626
24.3831,33.0411,626
23.0615,31.54,626
23.1382,29.5414,626
23.7005,27.6221,626
21.7685,28.1389,626
19.9424,28.9547,626
18.0006,29.4336,626
16.1118,28.7759,626
14.1142,28.6791,626
12.8613,27.1201,626
10.9296,26.6021,626
9.97917,24.8424,626
10.0019,22.8425,626
8.03141,22.4999,626
6.3001,21.4986,626
4.90335,20.0672,626
4.0225,18.2716,626
4.94863,16.4989,626
2.99926,16.0518,626
3.95235,14.2935,626
2.15761,13.4109,626
2.66634,11.4767,626
2.09181,9.56098,626
1.93345,7.56726,626
3.44312,6.25543,626
5,5,626
66.6728,88.0515,627
65.007,86.9446,627
64.27,88.8039,627
63.4647,86.9732,627
63.9202,85.0257,627
61.9223,85.1181,627
59.941,85.3909,627
58.2231,84.3667,627
56.7081,83.0611,627
57.051,81.0907,627
55.1469,80.4786,627
54.5004,78.586,627
52.5008,78.5457,627
51.7899,76.6763,627
49.8696,77.235,627
47.871,77.3108,627
46.0561,76.4704,627
48,76,627
48.8158,75.1509,627
49.6643,73.3399,627
49.8716,71.3506,627
50.0205,69.3562,627
51.5104,68.022,627
49.5267,67.7675,627
47.6681,67.0287,627
47.7093,65.0291,627
48.5506,63.2146,627
47.7657,61.3751,627
46.0743,60.3078,627
44.2702,61.1712,627
43.931,59.2001,627
43.5559,57.2356,627
41.8343,56.2178,627
43.2794,54.8352,627
42.5222,52.984,627
42.2905,50.9975,627
42.2039,48.9994,627
43.205,47.268,627
41.3109,46.6257,627
40.342,44.8761,627
40.1611,42.8843,627
38.2987,43.6132,627
38.5445,41.6284,627
39.7241,40.0133,627
38.9947,38.1511,627
36.996,38.2249,627
35.1559,39.0085,627
33.7328,40.4137,627
31.7561,40.1093,627
29.9535,40.9758,627
30.23,38.995,627
29.9431,37.0157,627
30.1286,35.0243,627
30.0099,33.0278,627
28.0724,33.5239,627
28.0923,35.5238,627
26.1958,36.1587,627
26.0375,34.165,627
24.3831,33.0411,627
23.0615,31.54,627
23.1382,29.5414,627
23.7005,27.6221,627
21.7685,28.1389,627
19.9424,28.9547,627
18.0006,29.4336,627
16.1118,28.7759,627
14.1142,28.6791,627
12.8613,27.1201,627
10.9296,26.6021,627
9.97917,24.8424,627
10.0019,22.8425,627
8.03141,22.4999,627
6.3001,21.4986,627
4.90335,20.0672,627
4.0225,18.2716,627
4.94863,16.4989,627
2.99926,16.0518,627
3.95235,14.2935,627
2.15761,13.4109,627
2.66634,11.4767,627
2.09181,9.56098,627
1.93345,7.56726,627
3.44312,6.25543,627
5,5,627
60.1158,70.302,628
58.1921,69.7547,628
57.6086,67.8417,628
55.6109,67.9378,628
53.8302,68.8484,628
52.1414,69.9198,628
51.5104,68.022,628
49.5267,67.7675,628
47.6681,67.0287,628
47.7093,65.0291,628
48.5506,63.2146,628
47.7657,61.3751,628
46.0743,60.3078,628
44.2702,61.1712,628
43.931,59.2001,628
43.5559,57.2356,628
41.8343,56.2178,628
43.2794,54.8352,628
42.5222,52.984,628
42.2905,50.9975,628
42.2039,48.9994,628
43.205,47.268,628
41.3109,46.6257,628
40.342,44.8761,628
40.1611,42.8843,628
38.2987,43.6132,628
38.5445,41.6284,628
39.7241,40.0133,628
38.9947,38.1511,628
36.996,38.2249,628
35.1559,39.0085,628
33.7328,40.4137,628
31.7561,40.1093,628
29.9535,40.9758,628
30.23,38.995,628
29.9431,37.0157,628
30.1286,35.0243,628
30.0099,33.0278,628
28.0724,33.5239,628
28.0923,35.5238,628
26.1958,36.1587,628
26.0375,34.165,628
24.3831,33.0411,628
23.0615,31.54,628
23.1382,29.5414,628
23.7005,27.6221,628
21.7685,28.1389,628
19.9424,28.9547,628
18.0006,29.4336,628
16.1118,28.7759,628
14.1142,28.6791,628
12.8613,27.1201,628
10.9296,26.6021,628
9.97917,24.8424,628
10.0019,22.8425,628
8.03141,22.4999,628
6.3001,21.4986,628
4.90335,20.0672,628
4.0225,18.2716,628
4.94863,16.4989,628
2.99926,16.0518,628
3.95235,14.2935,628
2.15761,13.4109,628
2.66634,11.4767,628
2.09181,9.56098,628
1.93345,7.56726,628
3.44312,6.25543,628
5,5,628
60.7137,10.4685,629
62,12,629
63,13,629
62,14,629
62.0218,14.9665,629
62.3596,16.9378,629
60.998,18.4027,629
59.0432,18.8256,629
57.5014,20.0995,629
58.1943,18.2234,629
57.1645,19.9379,629
55.2824,19.2615,629
54.6595,21.162,629
53.475,19.5505,629
51.9059,18.3104,629
51.6137,20.289,629
51.5972,22.2889,629
50.9996,24.1975,629
49.1571,24.9754,629
47.3752,25.8835,629
45.7446,27.0417,629
46.3807,28.9379,629
45.148,30.5128,629
43.6429,31.8298,629
42.8873,33.6816,629
41.1148,32.7553,629
39.744,34.2116,629
37.7765,34.5711,629
36.6879,36.2488,629
36.996,38.2249,629
35.1559,39.0085,629
33.7328,40.4137,629
31.7561,40.1093,629
29.9535,40.9758,629
30.23,38.995,629
29.9431,37.0157,629
30.1286,35.0243,629
30.0099,33.0278,629
28.0724,33.5239,629
28.0923,35.5238,629
26.1958,36.1587,629
26.0375,34.165,629
24.3831,33.0411,629
23.0615,31.54,629
23.1382,29.5414,629
23.7005,27.6221,629
21.7685,28.1389,629
19.9424,28.9547,629
18.0006,29.4336,629
16.1118,28.7759,629
14.1142,28.6791,629
12.8613,27.1201,629
10.9296,26.6021,629
9.97917,24.8424,629
10.0019,22.8425,629
8.03141,22.4999,629
6.3001,21.4986,629
4.90335,20.0672,629
4.0225,18.2716,629
4.94863,16.4989,629
2.99926,16.0518,629
3.95235,14.2935,629
2.15761,13.4109,629
2.66634,11.4767,629
2.09181,9.56098,629
1.93345,7.56726,629
3.44312,6.25543,629
5,5,629
7.94261,47.565,630
9.74392,48.4341,630
10.9792,46.8612,630
10.7267,44.8772,630
9.3601,43.4169,630
11.2473,42.7549,630
10.2481,41.0223,630
